author,text,time,votes,cid
@어성초-q1s,저런 남편이 실제로 존재하는지요?,1개월 전,489,Ugws1l0yJuvXd02VocZ4AaABAg
@w.f3831,자막이 왤케 작은가,1개월 전,0,UgwYGbfK0Ef-GagGBVZ4AaABAg
@조혜경-e8o,저런 남편이 있나요?😂,1개월 전,71,Ugw7QBRM7jflR54UroB4AaABAg
@dxxamE,좋것다 우울증에 걸린 여유도 있고!!! 대한민국 남자들은 우울증에 걸릴 시간도 여유도 없는데 말야,1개월 전,1,UgyrANm63Tq-mYJB4xx4AaABAg
@00LEJ,"아이가 우울하다하니,, 갈피를 못잡고 방황하고 불행하다히니,, 죽고싶다하니,  
정말 뱃속에서부터 다 내탓같다...",1개월 전,28,Ugxf_gGUQ-HNSSPZKcd4AaABAg
@songdayoung0129,저런 좋은 남편과 이웃이 있다니! 부럽다😢,1개월 전,20,UgxdZAm4CCwwoXoqXwN4AaABAg
@user-cosmos2,"공황장애.불안.우울.등등 십년이상 약을 버티며 죽지못하니 삽니다
젊을땐 그래도 잘나갔어요 웃기게도
수백명 상담도 했고 시.그림.글...
지금은 강아지한테만 위로를 받고 살아요😂",1개월 전,20,UgyWZ1ot6X4drPA7PmR4AaABAg.AQwgJEGJkcnAR3W5FTzK7H
@강꽁,받아들이는 님마음도 이쁘네요,2주 전,3,UgxMfB1Otj1_Up4yfpx4AaABAg.AQw_ZyliVA7ASHhwVzqipz
@트리니티-b5x,맞아요 아이기르면서 겪는 통제 할 수 없이 생기는 모든일 불안감이 높은 사람이면 더 힘든게 사람기르는 거,1개월 전,46,UgwzNdq0JyFJmjAj1Ut4AaABAg.AQwYVyX4KwvAQz9iWOiton
@MrBbmy,​@트리니티-b5x맞아요 제가 그랬어요. ~우울 공황 ..육아가 불안도 높았던 제게 증폭제 역할을 했더라구요. 지금은 고치고 잘살고 있어요,1개월 전,7,UgwzNdq0JyFJmjAj1Ut4AaABAg.AQwYVyX4KwvAR36JwVh3nw
@멍멍손님,"맞아요 .. 아이낳고 우울증 왔습니다
기분부전증. 절대 예전의 나로 돌아갈 수 없어요",4주 전,6,UgwzNdq0JyFJmjAj1Ut4AaABAg.AQwYVyX4KwvARnGAUSUwzS
@John-z1y8b,출산후 산후풍과 타국에서의 살이가 우을증 증상이 되더라구요 작년에 이른 갱년기까지 정말 힘들었었는데  마음고쳐먹고 이겨보려 합니다,1개월 전,4,UgwzNdq0JyFJmjAj1Ut4AaABAg.AQwYVyX4KwvARIxdf0la18
@yuking-j9q,"저는 어린시절 불후한 환경에서 자랐지만 나름 열심히 살아왔고 좋은 남자만나 결혼도 했습니다
맞벌이하며 첫 아들을 낳을 때 까지도 우여곡절이 많았구 둘째 아들 낳기전에 25주, 36주 두 번 유산을 했었습니다
그래서 좋은 회사도 그만두고 아이만 생각하며 낳고 뜻하지 않은 연년생 막내아들도 무사히 낳았어요
근데 심지어 힘들게 가진 둘째 아들이 6살에 지적장애 판정을 받으면서 엄마로써 내가 받은 스트레스로 인해 아이가 장애가 생긴거같다는 생각에 우울증이 심하게 와서 아이랑 같이 병원 다닌지 13년 째입니다
한 7년전부터는 공황도 같이 오고 더 힘들어지고 응급실에도 많이 가봤습니다
결국 아직도 약을 먹는 제가 느끼는 건 나 혼자만에 시간이 필요하다는 겁니다
저도 아들들 다 독립하면 무조건 혼자 살기 해보려구 미리 남편한테도 얘기했네요
그 때 되면 남편이 어찌 나을지 모르겠지만 그냥 그 실날같은 희망 하나로 괜찮다 생각하고 세뇌하며 하루하루를 아슬아슬한 줄 위에서 견디며 살아가고 있습니다",3주 전,2,UgwzNdq0JyFJmjAj1Ut4AaABAg.AQwYVyX4KwvAS74vMvwaic
@TRTT985,진짜 자살율을 낮추려면 이런 광고를 찍을 게 아니라 결혼을 장려하지 말아야 돼요. 결혼 하고 싶은 사람만 하기.,1개월 전,33,UgwzNdq0JyFJmjAj1Ut4AaABAg.AQwYVyX4KwvAQzwdkJquQD
@재테크하는맘,​ @TRTT985 이미 그러고있잖아요. 요새 누가 억지로 결혼 떠미나요. 40살까지 비혼이 절반인데,1개월 전,0,UgwzNdq0JyFJmjAj1Ut4AaABAg.AQwYVyX4KwvAR-D7pJaO5U
@luckylife7581,안나빠요,1개월 전,2,UgwLYYUYQhu9y350dO54AaABAg.AQwXP_gdcsOAR0yWsmEDFN
@inkk7965,저런 남편이면 우울증 안 걸릴거같은데요…;;;,1개월 전,1,UgyZkI1H1IDin9Igsmp4AaABAg.AQwVLRAnKOJAQwVO8SBUjK
@ppinkpeach,​ @inkk7965 동의합니다... ㅎㅎ,1개월 전,0,UgyZkI1H1IDin9Igsmp4AaABAg.AQwVLRAnKOJAQwpVZzHrqI
@블랙아메리카노-h5k,? 요즘 안하면 쫒겨나지 않아요? 저는 제가 알아서 하는데,1개월 전,0,Ugwhy2OuQsl94I_o3Lt4AaABAg.AQwV0NW8-kGAQx9P2Q5aDi
@걸뱅이무침-o5c,심신이 고단하셨나보다. 토닥토닥..,1개월 전,71,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBAQwSoN4iDv9
@웃으며살기-r5w,​ @걸뱅이무침-o5c 공감해주셔서 감사합니다.,1개월 전,13,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBAQwaB7D4qYs
@lollimonetfhi,저희엄마가 지금 이상태세요..부디 저희엄마도 윳으며님도 많이 행복해졋음 좋겠어요 제발,1개월 전,38,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBAQwrKZQ1kcV
@웃으며살기-r5w,​ @lollimonetfhi 응원해드리세요!,1개월 전,7,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBAQz3ZpZNwoA
@NewYork_NJ,지독하게 본인 먼저 생각하세요.,1개월 전,23,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBAQz0zno0H_W
@웃으며살기-r5w,​ @NewYork_NJ 넵! 감사합니다.,1개월 전,5,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBAR-Mpo2bYsR
@donghyeon-n1s, @NewYork_NJ 멋진 말이네요..,1개월 전,3,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBARMbsp4cnLa
@멀티녀,그마음이 느껴져 마음이 아프네요~ 힘내세요~~~잘살수있습니다~~ 화이팅,1개월 전,15,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBAR-ECFV0iyr
@웃으며살기-r5w,​ @멀티녀 응원해주셔서 감사합니다.,1개월 전,3,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBAR-MmHbfFpW
@정대박-o5d,"새출발을 진심으로.축하합니다!!
당신의 첫발에 행운만가득하길❤",1개월 전,12,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBAR1hREjspOQ
@나는나-r1n,"아무것도  아니고
다지나가고 
  행복시작!
축하드립니다 ~~!",1개월 전,5,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBARZ4QC7ZRPv
@웃으며살기-r5w,"​ @나는나-r1n 맞아요. 인생에 이런저런 사건중에 하나일뿐, 그런일로 좌절하지 않아요. 감사합니다^^",1개월 전,2,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBARZDI3VNHeD
@yys-t7v,"저런 난편이 있으면 우울증도 없을거 같네요. 우을증 원인이 남편인데..
아내 우울증 극복시키려고 온가족이 노력한다면 훌륭한 부부네요...
나몰라 하는 남편 때문에 더 우울증 오네요",4주 전,5,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBARq6S6L2KOS
@homemrogogo,"저 여자배우분 트렁크 나오셨던분
아닌가요?",1개월 전,2,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBAR1cpqUg_ST
@maveric-z3w,"이혼하셨네요 
전 못하고있는데",1개월 전,2,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBARi8V3auRwj
@웃으며살기-r5w,​ @maveric-z3w 이혼이 답이라고 생각하지는 않습니다. 또다른 어려움도 있기때문에 내가 더 행복할수 있는 선택을 했습니다. 난 소중하니까요!,1개월 전,2,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBARiHvQTtoLm
@versavice5293,새출발이 참 낯설고 힘들게 느껴지지만 자신을 찾아가는 너무 좋은 기회에요.잘 사실겁니다.작은행복도 찾아올거구요,3주 전,2,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBAS4n6ysR2jP
@웃으며살기-r5w,"​ @versavice5293 네, 감사합니다. 작은행복, 큰 행복 다 누려볼께요. 행복은 마음에서부터 시작되니까요^^",2주 전,2,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBASCO7uAlIuQ
@깊은말들,다시 살아보자. 행복해보자! 힘이 되는 말이네요 😊 힘네세요 의샤의샤!!!,1일 전,1,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBASxRAsF9mgO
@8artichoke,3일에 괜찮아진게대박 그건 우울도아님 나도 괜찮은척 씩씩하게웃고 남들피해안주려고내가보호하고 남들지키고 안엮이게나혼자피해받고노력한게 내인생에서가장후회됨 그냥 고통은 같이겪어야만 그게고통인지알더라 다알아도 감사하거나 미안하다고생각도안해 다시돌아가면 같이 계속 같이 누구보다더 단단하게 계속 만나고말하고 모든사람들이 다알정도로 같이 겪어나갈걸 그게 내인생에서 가장 제일 후회,2주 전,0,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBASF4f0B98ip
@PRAHADAM,몸도마음도 힘드셧엇나보네요 기분좋은 단잠이되셨길 ^^,11시간 전,0,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBASznl7vToBO
@s호로리얍,"정말 감사하네요~
그렇게 힘을 내셨다니 참 다행이에요~
아이들과 한 편이 되어 힘차게 지내시길 응원드립니다.",1개월 전,8,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBARK2h7AVSwu
@웃으며살기-r5w,"​ @s호로리얍 네, 다행히 아이들이 잘 성장해주어서 감사할 따름입니다.",1개월 전,0,UgyiWByeDK0Rwyttp254AaABAg.AQwRhV2NSFBARZD7kyS3co
@김지연-z6q,계십니다. <소중한 사람을 위해 우울증을 공부합니다> 집필하신 최의종님이 저렇게 해서 아내의 우울증을 함께 극복하셨어요.,1개월 전,39,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQwieq8uym_
@쏭지니-u1q,​ @김지연-z6q 하도 희귀한케이스라 책도 펴낸거군요 ㅜ,3주 전,4,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAS8eb7L7L2D
@camelllia_o,없어요^^ 통계보면 여성이 암에 걸렸을 때 이혼률이 80프로 이상입니다^^ 반대는 20프로 이하구요ㅋ,1개월 전,32,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQxMApEh3SL
@ilildikkisleikcndj, @camelllia_o 맞아요 중년여성용 간병보험이 나오는 이유가 있죠 남편이 아프면 아내가 간병하고 아내가 아프면 친정엄마 친정엄마 돌아가셨으면 간병인,1개월 전,11,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAR3vMozKYR5
@November441, @camelllia_o 어디서 나온 통계죠?,3주 전,1,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAS0swxE4YlU
@초록숲-q4d,병원갔더니 니가 돈 다 쳐썼다고,1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YARJ8_0qQgk_
@ok_hi69,꿈속에 로또 당첨 확률보다 어렵다고 아뢰옵니다,1개월 전,4,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAR3MODIoMR2
@이썬-c8m,없어요,1개월 전,3,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQx9jjt8ivQ
@신현희-s1s,"드라마틱하게 있을수 있지만 
없다고 봅니다 슬프게도ㅠㅠ",1개월 전,3,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQzCwHULGUf
@쟈스민-j1l,없어요,1개월 전,2,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQx4QokstnE
@ChristineDJo,AI 남편 아닐까요,1개월 전,2,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQyvuDXy6bF
@buyro543,진짜 좋은사람 만나 결혼해야됨,1개월 전,1,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAR3nPrVAv_w
@LEE-tx8lf,없음,1개월 전,1,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAR44kY1PRIo
@행복지상주의,환타지,1개월 전(수정됨),18,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQwfQ-fpTRF
@Timefairyjina,"아내분말을들어봐야할 것 같아요 ㅋ 남자들은
다 자기가 좋은 사람이라 하거든요 ㅋㅋ 이 영상 만든 것도 그런 의도죠. 우리 남편이 이런다+증거 가 필요해요 ㅋㅋ",1개월 전,17,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQwmr-FwXLF
@ong-i9v,놉,1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQwYZwEGhyp
@Timefairyjina,아니요,1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQwcWiFEE9Q
@hakuna4835,ㄴㄴ,1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQwecMZCfh4
@글쓰는부엌,있어요!,1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQzRKsqQGF6
@골든누렁이,있긴하겠죠? 그게 내 남편이 아니라는게 진실이고 앞으로도 나에게는 없다는 거죠,1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAR0-pWEeShr
@샤넬-y5z,없다 절대,1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAR4pSivLfGU
@miri6844,없어요.,1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAR8u07qgXOg
@SJKimNL,네. 존재합니다. 항상 따듯한 제 남편.,1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YARKkfi1EzYd
@진송이-x4i,"있겠어요?
저런 유니콘같은 남편이...
여기서 유니콘 만나보신분 손들어봐요...
없잖아요,
우리 인생장르 판타지 아닌거 우리 다 알잖아요...",1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YARW5CspWMYm
@ddol0531,"있어요....어떤부분은 누군가는 어찌 참고 사냐 할수도 있겠지만...
장점만 바라보고
상황에 따라 여유있는(체력, 마음 등등) 사람이 더 노력하고 그러다보면 좋은날 또 오고 그러는거 같아요.
저 역시 그러고 있는지 반성해봅니다.",1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YARZHWGEss8Y
@cat1055,어딘가에는 있겠죠.,3주 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAS2G0zKSnIZ
@yuking-j9q,"아이가 없으면 가능하나 자식이 많으면 남편도 어쩔수없습니다
그냥 아내가 표 안나게 버티는 수 밖에",3주 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAS72OKVhqXY
@hgftyu08,없어요,2주 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YASHx4KJFopQ
@그저편안함2,AI 남편 인가요…ㅋ,7시간 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAT-DarXg3hR
@좋아요인디,네 존재합니다.,1개월 전,14,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQwmL6qJKFt
@솔푸른-e2w,​ @좋아요인디 진짜?~~,1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQyv4EO1QT7
@너구리2-w8f,이런 공익 영상에서도 또 갈등조장하는 커뮤에찌든 폐급발견,1개월 전,8,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQxDpqSErOW
@mimijuju-n,​ @너구리2-w8f 갈등조장이 아니라 저건 뉴스에도 나온 팩트예요ㅋㅋㅋ 아내가 암환자이면 남편이 간병하는 퍼센테이지가 낮더라고요ㅠ 현실인데 우짜노...,1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAR4i1AsETg1
@shushu-kr,존재해요 울 아부지..,1개월 전,6,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQxRsFDzlys
@윤슬-v1c9i,저거보다더좋은 남자들도많아요,1개월 전,5,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQwtiHfStqs
@뚜꾸뚜꾸마미,​@윤슬-v1c9i어디요??,1개월 전,3,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAR1teZgC3Bi
@centering2977,별로 없어요... 그런데 저렇게 해줘도 겨우 살아낼 수 있으니까... 한번 생각해보시라고 만든 광고이신 듯 합니다... 모두모두 화이팅이예요 😢,1개월 전,5,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQxEE9MGHLv
@k3039-r9p,또 갈등조장 어휴 진짜,1개월 전,5,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQxP8NeYqg-
@Angeljjuni,네~우리집에 있어요~,1개월 전,5,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQxiDww0T-h
@younglimlee4804,실제 사례로 만든것 같아요  tv에서 본적있어요,1개월 전,5,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQxm_6EuEZa
@donghwi8428,본인이 저런 사람이 되도록 노력해보세요. 그러면 저러분 만납니다.,1개월 전,11,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQwxobHbj4w
@윤슬-v1c9i,실화입니다,1개월 전,3,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQwtsJKlomc
@Melbourne.andylee,네 접니다 중국인아내와 결혼 하면 자동으로 저남편처럼 됩니다.,1개월 전(수정됨),1,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQyIYzvpZh2
@나무-o3s,제 남편은 저 남편보다 잘 했어요.저는 지금 극복했습니다,1개월 전,1,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAR-9CDV8L0Y
@mickey_mouse88,역으로 보면 저런 사람이 존재할까요? ㅋㅋㅋㅋㅋㅋㅋㅋ,1개월 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQx3Ww-TeE-
@해피미니-k5o,저런 아내가 실제로 존재하는지요?,3주 전,0,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YARvpQRFKYdk
@TaiwanNo-to2ge,ㅋㅋㅋㅋ 본인들 먼저 되돌아봐라,1개월 전,2,Ugws1l0yJuvXd02VocZ4AaABAg.AQwN7y14j2YAQx0fSyrA5M
@윤슬-v1c9i,실화입니다,1개월 전,2,Ugw7QBRM7jflR54UroB4AaABAg.AQwL1Qzdu5xAQwtu5R4gLS
@nabiieffect,저기요 드라마입니다😂,1개월 전(수정됨),1,Ugw7QBRM7jflR54UroB4AaABAg.AQwL1Qzdu5xAQxdlTacYhz
@mimijuju-n,댓글들 보니 있긴한가봐요ㅋㅋㅋ근데 음 100명중 1명 있는정도니 1프로 정도 되겠습니다ㅎㅎ,1개월 전,1,Ugw7QBRM7jflR54UroB4AaABAg.AQwL1Qzdu5xAR4jSgyeA0Q
@shushu-kr,우리아빠요..;;,1개월 전,0,Ugw7QBRM7jflR54UroB4AaABAg.AQwL1Qzdu5xAQxRWLDoKdb
@출동-y7f,우리신랑❤,1개월 전,0,Ugw7QBRM7jflR54UroB4AaABAg.AQwL1Qzdu5xAQzEmyDqmIS
@해피미니-k5o,"남자가 우울증일때 
저런 아내가 있나요?😂
이런 댓글 달면
여자들
바로 댓글테러 할듯?",3주 전,0,Ugw7QBRM7jflR54UroB4AaABAg.AQwL1Qzdu5xARvpge_tWh7
@loc0906,"자주 이야기를 들어주세요.
우울증의 많은 부분은 마음속에서 꺼내지 못한 이야기, 걱정, 고민거리들에서 비롯돼요.
중요한 건 들어주는 거예요. 곧장 해결책을 제시하거나, 자신의 해석과 감정을 쏟으면 안 돼요. 그러면 '내가 나약해서 그렇구나', '결국 내 잘못이구나', '나는 왜 해낼 수 없을까' 등 자책의 굴레에 빠지기 쉬워요.
그러니까 가만히 들어주시고, '힘들었겠다', '그런 고민을 하고 있었구나', '그래도 말해줘서 고마워', '장하다, 힘들었는데 이렇게 버텨내고' 같은 말들을 해주세요. 그렇게만 말해줘도 혼자 털어내고 일어서게 될 수도 있어요.
정말 직접적으로 잘못하셨을 수도 있겠지만, 아마 아닐 거예요. 무얼 하든 힘든 세상이에요. 선생님도, 자녀분도 하루라도 행복할 수 있도록 함께 시간을 보내보세요. 서로가 있기에 힘든 세상도 살아갈 수 있는 거예요.",1개월 전,3,Ugxf_gGUQ-HNSSPZKcd4AaABAg.AQwJCwqpeyzAQwt_O0uMSQ
@한수지-o1z,ㅜㅜ 저도요,1개월 전,2,Ugxf_gGUQ-HNSSPZKcd4AaABAg.AQwJCwqpeyzAQwfnJAAg7o
@rubyeni,병원 가시는게 제일 중요해요. 훈련받지 않은 일반인은 지치지 않고 공감해주기 어렵습니다. 우울에 전염될 수 있으니 멘탈관리 하시면서 병원치료 잘 받게 해주세요.,2주 전,0,Ugxf_gGUQ-HNSSPZKcd4AaABAg.AQwJCwqpeyzASPp5VKAsVG
@sea_fairy,"우울증 굴에 5년 있다가 밖으로 나온 사람인데, 예전으로 돌아가지는 못합니다.
다만 달라진 나에 맞춰서 앞으로를 사는 것뿐이에요.
이 영상도 보건복지부 영상이라 그런지 우울증 상황 중에는 굉장히 희망적이라고 느껴질 정도로, 모순적이면서 질투 섞인 감정이 드네요.
모든 우울증 환자분들에게 토마토 꽃이 자라났으면 좋겠습니다.",1개월 전,604,UgwLrYqvMb3n3hdHf8N4AaABAg
@genius3211,오동민 배우님 응원합니다,1개월 전,4,UgzKte6cCOaGdLiKD3d4AaABAg
@유진김-e4t,저도 아침마다 어떻게 또 버틸까하며 무거운 발걸음으로 회사를 가요. 회사에서는 괜찮은 척 행동하고 퇴근 후 집에 와서 무기력하게 유튜브만 보다 잠이 들고 새벽에 눈이 떠지면 괴롭습니다 오늘 또 하루를 어떻게 버티지 진짜 언제 무너질지 모르겠는데 꾸역꾸역 살아가고 있네요.,1개월 전,50,UgyrulgmqkGAv711ljJ4AaABAg
@illillillillillilli-dduk,실상은.. 너만 힘드냐는 남편놈..ㅎㅎㅎ,1개월 전,1.4천,UgzuDPWyRGhB6YIOvXl4AaABAg
@0무무,"치료받으면 돌아갑니다.
둘째아들 먼저 떠나보내고 그 일을가지고 공격을 하는 친구도 아닌 여자때문에 괴로워서 찾은 정신과.
둘째 떠날때 귓가에 다시 엄마 아들로 태어나달라며 속삭이고서
둘째를 하루빨리 이 세상으로 데려오자며 울며 금방 가진 셋째만 낳고 약먹자고 이악물고 버텼고.
5년동안 이 약 저약 맞춰가며 살다보니 웃는날도 옵디다",1개월 전,75,UgyBGJAgadg98T3cbYl4AaABAg
@광어와도미,"영상이 공감이 안가네요
내 자식이라면 나를 희생하면서 돌봐줄수있지만 내 배우자가 저러면 솔직히 못살거같다",1개월 전,5,UgyqOVBhkQ-VfYdG7i94AaABAg
@이준2031,"우리는 늘 아이를 아이라고 취급을 하는 경향이 있죠.
하지만, 아이의 시선에서 내뱉는 말과 행동이 세상의 많은 문제를 풀어가는 답일 경우가 많죠.

영화 '세계의 주인'에서 두 가정에서의 아이가 풀어낸 것처럼요.

우울증 환자는 너무나 섬세한 분들이 깊게 걸리는 경우가 많다고 배웠습니다.
다방면으로 얽혀서 어떻게 풀어야 할 지 몰라서 헤매고 있는 상태를 우울증이라고 한다면서요.

곁에서 잘 버티면서 견뎌주면 의외로 생각하지도 못한 걸로 해답을 찾아서 그 깊은 우물에서 나오게 되니까요.

그래서 베풀고 도움 받고 그렇게 소소한 일상에서 행복을 누리는 게 인생 전부라고 하늘에 계신 어머님께서 살아계실 때 자주 말씀하셨네요.
매일매일 고마워할 줄 알고 하루를 마무리하다보면 그 깊은 우물에 빠져 우울감이 생기는 걸 예방한다면서요.
어머님의 갱년기를 전혀 눈치채지 못한 불효자인 제가 이제와서 그 말씀의 무게를 느끼고 있습니다.
제 사춘기를 다 받아준 어머님이었는데 말이죠.

많은 걸 느끼게 해준 영상 제작해 주셔서 고맙습니다.",1개월 전,4,UgwV1wTgVVPnnYwlc6d4AaABAg
@Han-in9dc,"예전으로 돌아갈수 있을까? 란 말에 크게 공감이 되네요,  정말 예전으로 돌아가지 못할까봐 겁이 납니다. 위로받고 갑니다. 감사합니다.",1개월 전,28,UgzeJtOa0It46orsmLF4AaABAg
@장난감-y3v,진짜 우울증 잘 표현한거 같다. 딱 저렇더라. 집이 개판되는걸 보고 하루종일 치워야하는데 생각만 하다 못치우고 결국 일하고 온 와이프가 치우는데 미안하면서도 아무것도 할 수 없는 느낌...근데 몇년이 지나도 예전의 나로 돌아갈 수는 없더라. 그냥 인정하면서 그때그때 노력하면서 살아야지.,1개월 전,288,UgxNmFaIXRPIPWSJNzF4AaABAg
@데이지-t5e,"저런 남편이 있나요…? ㅠㅠ
저런 남편이라면 극복 할수있겠어요…",1개월 전,1.1천,Ugw6dO4EeSt8cmjyk8B4AaABAg
@한주형-t8m,"애기도없이우울증이
온이유가
애기낳고몸망가지고
호르몬변화온것도아닌",1개월 전,1,UgzlzET3fmB1h02Zq0R4AaABAg
@i4x-e8c,보건복지부에서 이런 고퀄 숏드를 👍,1개월 전,185,UgxSyy_J8yWUW34fxZx4AaABAg
@hyhy0822,"짜증 안내고 잔잔하게 하는건
드라마일뿐....
살다보면 
사랑하고 이해 하면서도 서로 힘들면 언성이
 올라가는거같아요
시",1개월 전,8,UgzbKsUYKygq06Vr92B4AaABAg
@ANYONE77_,"아무렇지 않은척 괜찮은척 버티며 아침마다 무거운 발걸음으로 회사로 갑니다
언제까지 이렇게 살다가 무너질지..나아질지 모르겠다",1개월 전,21,UgyN18ibJjlDo4z8aG94AaABAg
@Dein0923,말하면 힘들어하는 배우자도 있어요. 그럴땐 내탓 상대방탓 하지말고 상담사를 찾으세요.,1개월 전,274,Ugxc2ffKGhtMZodTjz54AaABAg
@howittzza,오 트렁크 공유 와이프 역할하신 분이다!,1개월 전,11,Ugx0ayZoCJsrJTFwxvR4AaABAg
@depluie1223,"아... 너무 좋네요.. 아무 말이나 다 이야기 해줘, 그 말이 너무 필요했는데",1개월 전,125,UgzPp9i-qNI7ekcE9NJ4AaABAg
@슬픈아파요,메리크리스마스,1개월 전,0,UgzVaC_C-b8YSTUv4-h4AaABAg
@domother1,잔잔하게 강하게 다가오는 영상입니다.,1개월 전,46,UgxmPKUvRFnTSDh6B9J4AaABAg
@NO-lh8vk,사회적 분위기가 늘 여자만 우울증 걸리는것 처럼 꼭남편은 위로 해야하는 것처럼 이젠 진짜 이런프레잉 ㅈㄴ역하다,1개월 전,7,UgwStwXhxgrcNqtPod14AaABAg
@Lilicakim-w8o,"그걸 견뎌냈다는 건 당신이 강하다는 것.
앞으로도 굳건하시길 기원합니다.",1개월 전,36,UgwLrYqvMb3n3hdHf8N4AaABAg.AQwIBJCWsyCAQx0mV25rCX
